bldg_code;vulnerability;sc_lev;damage_class;settlement_max;tilt_max;esp_h_max
94081AS0163_01;1.0;2.0;1.0;0.0197329568922;0.00078867588183;0.000592830924235
94081AS0398_01;1.0;1.0;1.0;0.0202798961459;0.000694997031532;0.000606274912468
94081AS0369_01;1.0;2.0;1.0;0.0196828336963;0.000765802846275;0.000576510234014
94081AS0370_01;1.0;1.0;1.0;0.00484667824015;0.000439307277202;0.000229272458825
94081AS0369_02;1.0;2.0;1.0;0.0191775494815;0.000554663817461;0.000554003251582
94081AS0060_01;1.0;2.0;1.0;0.00626867319108;0.000498139996741;0.00022446381465
94081CI0025_01;1.0;1.0;1.0;0.000831500773728;0.00017409836874;0.00016553418376
94081CI0265_01;1.0;1.0;1.0;0.00248542312227;0.000410423469942;0.000264577903373
94081CI0275_02;1.0;1.0;1.0;0.0117685912942;0.00112233908864;0.000335430909315
94081CI0273_01;1.0;1.0;1.0;0.0179858795473;0.00131849685454;0.000365234729877
94081CI0275_01;1.0;1.0;1.0;0.0205507680264;0.00131849680669;0.000602070555433
94081CI0109_01;1.0;1.0;1.0;0.0107135715784;0.00105097542649;0.000285498189987
94081CI0110_01;1.0;1.0;1.0;0.00322734481594;0.000494127536341;0.000277880301644
94081CI0019_01;1.0;1.0;1.0;0.00455668065428;0.000717400065626;0.000349255578992
94081CI0022_01;1.0;1.0;2.1;0.0193777533872;0.00112766584964;0.000805023522084
94081CI0009_01;1.0;1.0;1.0;0.0194798594317;0.00104180662562;0.000655878352431
94081CI0019_02;1.0;1.0;1.0;0.00175084187055;0.000291506191141;0.000237243936942
94081CI0020_01;1.0;2.0;1.0;0.00491552468833;0.00072529343343;0.000357579332277
94081CI0021_01;1.0;1.0;1.0;0.0101711545083;0.0010829770487;0.000346460463611
94081CL0110_01;1.0;1.0;1.0;0.00107619822719;0.000182570145761;0.00012715774255
94081CL0110_02;1.0;1.0;1.0;0.000985667585887;0.000170184117059;0.000138222765771
94081CM0020_01;1.0;1.0;1.0;0.0125122396545;0.000638658095828;0.00043738996676
94081CI0014_01;1.0;1.0;1.0;0.0171772126347;0.000918350882029;0.000591686060205
94081CM0018_01;1.0;1.0;1.0;0.0126089703931;0.000441539115429;0.000414610116129
94081CM0024_01;1.0;2.0;1.0;0.00427253142536;0.000540412820394;0.000212218004684
94081CM0024_02;1.0;1.0;1.0;0.00241996170638;0.000373873277373;0.000221281759776
94081CM0098_01;1.0;1.0;1.0;0.012816941776;0.000635223838614;0.000420685971085
94081CM0142_01;1.0;1.0;1.0;0.0102640277835;0.00067913974845;0.000228444301887
94081CI0015_01;1.0;1.0;1.0;0.0107742996969;0.000890130933576;0.000235154143709
94081CM0021_01;1.0;1.0;1.0;0.00435110260396;0.000525171209702;0.000198336338413
94081CM0025_01;1.0;2.0;1.0;0.00134197146657;0.000225572588201;0.000174281768747
94081CM0156_01;1.0;1.0;1.0;0.0106150256572;0.000280942447402;0.000432967302771
94081CH0162_01;1.0;2.0;1.0;0.0148118908301;0.000815474498103;0.00051222589942
94081CH0249_01;1.0;1.0;1.0;0.00516198600709;0.000400974789847;0.000107489751194
94081CH0250_01;1.0;1.0;1.0;0.00707889283814;0.000426197758906;0.000106264664085
94081AR0129_01;1.0;1.0;1.0;0.0179085271363;0.000662005594543;0.000278745500455
94081AR0397_01;1.0;1.0;1.0;0.0205581210324;0.000536352499774;0.000420245561564
94081AR0130_01;1.0;1.0;1.0;0.0107489193044;0.000641474066572;0.000187654742725
94081AR0131_01;1.0;1.0;1.0;0.0120830856333;0.000653433620478;0.000174542937513
94081AR0132_01;1.0;1.0;1.0;0.0191179100761;0.000661964367458;0.000327240537852
94081AR0390_01;1.0;1.0;1.0;0.00673564270504;0.000505636187953;0.000192452573044
94081AR0392_01;1.0;1.0;1.0;0.0149025318367;0.000653552982318;0.000118320834812
94081AR0394_01;1.0;1.0;1.0;0.0207342743651;0.000375871305187;0.000426152807606
94081AR0502_01;1.0;2.0;1.0;0.0137989965112;0.000657273546833;0.000118341780593
94081AR0394_02;1.0;1.0;1.0;0.0205097651894;0.000383517085216;0.000464056781302
94081AR0502_02;1.0;1.0;1.0;0.00861474206072;0.000575729240746;0.000188925970025
94081AQ0103_01;1.0;1.0;1.0;0.0063057897112;0.000236028377018;9.02471660462e-05
94081AQ0104_02;1.0;1.0;1.0;0.00445710744878;0.00023845391516;6.75118061356e-05
94081AQ0111_01;1.0;2.0;1.0;0.00495038404809;0.000249129853503;7.27550131275e-05
94081AQ0113_01;1.0;1.0;1.0;0.00380906169598;0.000232357529055;7.29990294124e-05
94081AQ0113_02;1.0;1.0;1.0;0.00741277619048;0.000128660984535;0.00017279067036
94081AQ0114_01;1.0;2.0;1.0;0.00379466466575;0.000234943680827;6.69169195284e-05
94081AQ0115_01;1.0;1.0;1.0;0.00415045171537;0.000242454620259;6.57552571957e-05
94081AQ0115_02;1.0;1.0;1.0;0.0055631478832;0.000239642822318;5.73538750493e-05
94081AQ0116_01;1.0;1.0;1.0;0.00587215494505;0.00024713761441;6.58960449368e-05
94081AQ0119_01;1.0;1.0;1.0;0.00517083738702;0.000251869293591;6.43364553136e-05
94081AQ0121_02;1.0;2.0;1.0;0.00752161893582;0.000241420987005;0.000173069923877
94081AQ0122_01;1.0;1.0;1.0;0.00754342467075;0.0002305448835;0.000173252724981
94081AQ0122_02;1.0;1.0;1.0;0.00723871925747;0.000163117180497;0.000164378622
94081AQ0123_01;1.0;1.0;1.0;0.00750494055112;0.000119301307194;0.000169641507247
94081AQ0129_01;1.0;2.0;1.0;0.00356963037586;0.000229007623902;6.74389379272e-05
94081AQ0190_01;1.0;1.0;1.0;0.00747139449129;0.000242413917655;0.000169075960491
94081AQ0225_01;1.0;1.0;1.0;0.00733295453469;0.00024786411107;0.00015853763927
94081AQ0225_02;1.0;1.0;1.0;0.00577436567532;0.000244371137308;6.61395979332e-05
94081AQ0242_01;1.0;2.0;1.0;0.0029736418762;0.000191761241455;6.91837458352e-05
94081AQ0314_01;1.0;1.0;1.0;0.00610292405113;0.000237225415689;7.80018704323e-05
94081AQ0316_01;1.0;1.0;1.0;0.00372473338832;0.000215274601404;6.2209020833e-05
94081AQ0358_01;1.0;1.0;1.0;0.00753871543942;0.000213212152383;0.000170211209834
94076BC0006_01;1.0;2.0;1.0;0.00678961172803;0.000238671045783;0.000126845880661
94076BC0007_02;1.0;2.0;1.0;0.0051893931296;0.00025722534032;4.18747406822e-05
94076BC0008_01;1.0;1.0;1.0;0.00366059323514;0.000238240535346;6.90418417344e-05
94076BC0098_01;1.0;1.0;1.0;0.00563002310959;0.000261168293952;4.98498086058e-05
94076BC0125_01;1.0;2.0;1.0;0.00775689818991;0.000225592760341;0.000189887346908
94076BC0126_01;1.0;1.0;1.0;0.00787988216696;0.0002328006216;0.000192897960666
94076BC0205_01;1.0;1.0;1.0;0.00359555741688;0.000237320624333;6.93323361187e-05
940760V0053_01;1.0;2.0;1.0;6.51249539993e-23;3.98546565189e-23;2.04819079008e-22
940760V0054_01;2.0;3.0;1.0;3.26271978116e-21;1.91023872895e-21;9.36277343281e-21
940760V0055_02;1.0;2.0;1.0;2.53614542072e-14;1.17530650887e-14;4.46062307537e-14
940760V0056_01;2.0;3.0;1.0;7.97637106146e-15;3.77222202743e-15;1.51249015818e-14
940760V0057_03;1.0;2.0;1.0;4.35551557206e-15;2.08337866881e-15;8.19098783195e-15
940760V0057_04;2.0;3.0;1.0;1.2557567741e-22;7.62391450833e-23;3.88486560505e-22
940760V0152_01;1.0;1.0;1.0;2.15210662734e-05;5.02935271595e-06;7.36086708469e-06
940760V0185_01;1.0;2.0;1.0;1.0257101548e-09;3.70254023787e-10;1.06442499044e-09
940760V0195_01;1.0;1.0;1.0;1.12704273506e-10;4.33276979212e-11;1.35451731555e-10
940760V0199_01;1.0;2.0;1.0;2.1536495458e-09;7.59888625264e-10;2.12282805051e-09
940760V0313_01;1.0;2.0;1.0;0.00124340148856;0.000192621114591;0.000123281531539
940760V0313_02;2.0;3.0;1.0;9.04531323363e-05;1.88756182162e-05;2.27571412209e-05
940760V0313_03;1.0;1.0;1.0;1.930758149e-05;4.51767244689e-06;6.73610689281e-06
94076AY0003_01;2.0;3.0;1.0;2.76282124668e-23;1.70498218998e-23;9.09315087558e-23
94076AZ0013_01;1.0;2.0;1.0;5.67285214561e-07;1.61935552218e-07;3.39686468274e-07
94076AZ0014_01;1.0;2.0;1.0;3.07150436915e-07;9.00539367068e-08;1.96993493944e-07
94076AZ0113_01;1.0;2.0;1.0;2.70268353558e-06;7.12526828943e-07;1.35852328986e-06
94076AZ0114_01;1.0;1.0;1.0;0.00344025216138;0.000403613484775;0.00017109994801
94076AZ0161_01;2.0;3.0;1.0;6.15727482643e-09;2.10739840586e-09;5.67817195429e-09
94076AZ0165_01;1.0;2.0;1.0;7.008081161e-09;2.38208144405e-09;6.3601841959e-09
94076AZ0181_01;1.0;2.0;1.0;0.00143156024114;0.000206954929969;0.000146121905798
94081CJ0255_01;1.0;1.0;2.1;0.018296914025;0.00129151216433;0.00103489134139
94081CJ0255_02;1.0;1.0;2.1;0.0174265602359;0.00119090324529;0.000949158854418
94081CL0108_01;1.0;1.0;1.0;0.00455506465946;0.000507414654618;0.000144599515161
94081CL0162_01;1.0;1.0;1.0;0.0036574394441;0.000451133610938;0.000156323602248
94081CL0158_01;1.0;1.0;1.0;0.000932848803067;0.000163635938498;0.000132284882636
94081CL0159_01;1.0;1.0;1.0;0.00738386566627;0.000546634719957;0.000132629907955
94081CM0156_02;1.0;1.0;1.0;0.00325091615532;0.000396342445658;0.000149725786164
94081CM0093_01;1.0;1.0;1.0;0.000344759227012;6.85885116544e-05;7.13796513921e-05
94081CL0105_01;1.0;1.0;1.0;0.00395049210106;0.000424190013145;0.000118182346041
94081CL0106_01;1.0;1.0;1.0;0.00893268986563;0.000486698374167;0.00031470840988
94081CL0068_01;1.0;1.0;1.0;0.000876782138463;0.000145567903249;9.62358679569e-05
94081CM0075_01;1.0;1.0;1.0;9.07858775703e-05;2.06515289136e-05;2.54489674142e-05
94081CL0104_01;1.0;2.0;1.0;0.00771064357215;0.000412468421163;0.000270664616923
94081CL0169_01;1.0;1.0;1.0;0.00771064357425;0.000418324048086;0.000270664617132
94081CL0069_01;1.0;1.0;1.0;0.00066593113762;0.000115898398866;8.61173133335e-05
94081CL0101_01;1.0;1.0;1.0;0.00409823346103;0.000421846802285;0.000137559088914
94081CL0102_01;1.0;1.0;1.0;0.00780174280641;0.000428265287793;0.000258238011859
94081CL0147_01;1.0;1.0;1.0;0.0014069817455;0.000213335533386;0.000122729664408
94081CL0168_01;1.0;1.0;1.0;0.00283383225913;0.000357710179193;0.000147762160865
94081CL0148_01;1.0;1.0;1.0;0.00964798303349;0.000507107622014;0.000389817474448
94081CL0166_01;1.0;1.0;1.0;0.00440087259173;0.00043136872455;0.000115719870994
94081CL0174_01;1.0;1.0;1.0;0.00134143143573;0.000205788505242;0.000115756999037
94081CL0175_01;1.0;1.0;1.0;0.000360798612626;6.87144620492e-05;6.30029118397e-05
94081CL0072_01;1.0;1.0;1.0;0.00862102047243;0.000456995034947;0.000295654544119
94081CL0063_01;1.0;1.0;1.0;0.00318942793003;0.000374069773231;0.000117328056578
94081CL0073_01;1.0;1.0;1.0;0.00807076461999;0.000451990389631;0.000247576097119
94081CL0074_01;1.0;1.0;1.0;0.00471734603129;0.000452110480552;0.000120406699291
94081CL0063_02;1.0;2.0;1.0;0.00667936633069;0.000468358280447;0.000140229739546
94081CL0062_01;1.0;1.0;1.0;0.0092151077795;0.00048562520732;0.000336564590382
94081CL0076_01;1.0;2.0;1.0;0.000913204360707;0.00015219888078;0.000119097342859
