ID;Descrizione;PK;x;y;z
Falda;Falda;2124368;1658404.84;8176738.43;29.56
Falda;Falda;2124378;1658395.13;8176736.02;29.56
Falda;Falda;2124388;1658385.43;8176733.62;29.56
Falda;Falda;2124398;1658375.72;8176731.21;29.56
Falda;Falda;2124408;1658366.01;8176728.81;29.56
Falda;Falda;2124418;1658356.31;8176726.41;29.48
Falda;Falda;2124428;1658346.6;8176724;29.33
Falda;Falda;2124438;1658336.89;8176721.6;29.3
Falda;Falda;2124448;1658327.19;8176719.19;29.32
Falda;Falda;2124458;1658317.48;8176716.79;29.34
Falda;Falda;2124468;1658307.77;8176714.38;29.35
Falda;Falda;2124478;1658298.07;8176711.98;29.37
Falda;Falda;2124488;1658288.36;8176709.57;29.39
Falda;Falda;2124498;1658278.65;8176707.17;29.68
Falda;Falda;2124508;1658268.95;8176704.76;30.04
Falda;Falda;2124518;1658259.24;8176702.36;30.4
Falda;Falda;2124528;1658249.52;8176699.99;30.76
Falda;Falda;2124538;1658239.8;8176697.66;31.13
Falda;Falda;2124548;1658230.06;8176695.4;31.49
Falda;Falda;2124558;1658220.3;8176693.21;31.85
Falda;Falda;2124568;1658210.52;8176691.11;31.97
Falda;Falda;2124578;1658200.72;8176689.13;31.87
Falda;Falda;2124588;1658190.9;8176687.26;31.77
Falda;Falda;2124598;1658181.06;8176685.49;31.67
Falda;Falda;2124608;1658171.2;8176683.83;31.57
Falda;Falda;2124618;1658161.32;8176682.28;31.47
Falda;Falda;2124628;1658151.42;8176680.85;31.37
Falda;Falda;2124638;1658141.51;8176679.52;31.27
Falda;Falda;2124648;1658131.58;8176678.3;31.17
Falda;Falda;2124658;1658121.65;8176677.17;31.07
Falda;Falda;2124668;1658111.7;8176676.11;30.97
Falda;Falda;2124678;1658101.75;8176675.11;30.87
Falda;Falda;2124688;1658091.8;8176674.15;30.77
Falda;Falda;2124698;1658081.85;8176673.2;30.67
Falda;Falda;2124708;1658071.89;8176672.26;30.57
Falda;Falda;2124718;1658061.93;8176671.32;30.47
Falda;Falda;2124728;1658051.98;8176670.38;30.37
Falda;Falda;2124738;1658042.02;8176669.44;30.27
Falda;Falda;2124748;1658032.07;8176668.5;30.17
Falda;Falda;2124758;1658022.11;8176667.55;30.07
Falda;Falda;2124768;1658012.16;8176666.59;29.97
Falda;Falda;2124778;1658002.21;8176665.61;29.87
Falda;Falda;2124788;1657992.26;8176664.58;29.88
Falda;Falda;2124798;1657982.32;8176663.5;29.88
Falda;Falda;2124808;1657972.38;8176662.35;29.89
Falda;Falda;2124818;1657962.46;8176661.12;29.9
Falda;Falda;2124828;1657952.55;8176659.79;29.91
Falda;Falda;2124838;1657942.65;8176658.35;29.91
Falda;Falda;2124848;1657932.78;8176656.78;29.92
Falda;Falda;2124858;1657922.92;8176655.08;29.93
Falda;Falda;2124868;1657913.1;8176653.23;29.94
Falda;Falda;2124878;1657903.3;8176651.23;29.94
Falda;Falda;2124888;1657893.53;8176649.08;29.95
Falda;Falda;2124898;1657883.8;8176646.78;29.96
Falda;Falda;2124908;1657874.11;8176644.33;29.97
Falda;Falda;2124918;1657864.45;8176641.73;29.97
Falda;Falda;2124928;1657854.83;8176638.99;29.98
Falda;Falda;2124938;1657845.26;8176636.09;29.99
Falda;Falda;2124948;1657835.73;8176633.05;30
Falda;Falda;2124958;1657826.26;8176629.87;30
Falda;Falda;2124968;1657816.83;8176626.54;30.01
Falda;Falda;2124978;1657807.45;8176623.06;30.02
Falda;Falda;2124988;1657798.13;8176619.45;30.03
Falda;Falda;2124998;1657788.86;8176615.69;30.03
Falda;Falda;2125008;1657779.65;8176611.78;30.04
Falda;Falda;2125018;1657770.51;8176607.74;30.05
Falda;Falda;2125028;1657761.42;8176603.56;30.05
Falda;Falda;2125038;1657752.41;8176599.24;30.06
Falda;Falda;2125048;1657743.46;8176594.78;30.07
Falda;Falda;2125058;1657734.58;8176590.18;30.08
Falda;Falda;2125068;1657725.77;8176585.45;30.08
Falda;Falda;2125078;1657717.03;8176580.58;30.09
