shapeid;FID;CAP;Parcella;ZonaCat;Nome File;Codice Edi;Particella;No Edifici;Livello;Altitude d;Profondeur;Distance b;Angle entr;Nombre de;Nombre eta;Nb de nive;Nb ascense;Emprise;Hauteur su;Commentair;Addresse;Commune;addrtype;addrlocat;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max;pk_min;pk_max;d_min;d_max
1;38;94028;310;BC;C:\Fiches\94028BC0310_08_SEN_ind01.pdf;94028BC0310_08;94028BC0310;08;sensibile;35;26;9;3;32;6;30m < D <= 40m;<30;1;1;0;1;25 X 20;Rue Gustave Eiffel;94028 Creteil;94028BC0310_08_SEN_ind01.pdf;94028BC0310;8;2;35;26;9;3;32;6;30m < D <= 40m;<30;1;1;0;1;25 X 20;8;NULL;NULL;NULL;NULL;NULL;2122526.29043738;2122555.74797876;-63.7600012723973;-39.5219675288149
1.ring1;38;94028;310;BC;C:\Fiches\94028BC0310_08_SEN_ind01.pdf;94028BC0310_08;94028BC0310;08;sensibile;35;26;9;3;32;6;30m < D <= 40m;<30;1;1;0;1;25 X 20;Rue Gustave Eiffel;94028 Creteil;94028BC0310_08_SEN_ind01.pdf;94028BC0310;8;2;35;26;9;3;32;6;30m < D <= 40m;<30;1;1;0;1;25 X 20;8;NULL;NULL;NULL;NULL;NULL;2122536.1254164;2122546.31106613;-56.7464060667556;-47.8611774111159
6;63;94081;NULL;CM;C:\Fiches\94081CM0115_02_SEN_ind01.pdf;94081CM0115_02;94081CM0115;02;poco;38;1;37;4;34;33;D > 50m;<30;1;1;1;0;110 X 11;3; Rue Camille Blanc;94081 Vitry-sur-Seine;94081CM0115_02_SEN_ind01.pdf;94081CM0115;2;1;38;1;37;4;34;33;D > 50m;<30;1;1;1;0;110 X 11;10;NULL;NULL;NULL;NULL;NULL;2127168.48478713;2127268.81523941;10.9827458531425;103.12985036751
6.ring1;63;94081;NULL;CM;C:\Fiches\94081CM0115_02_SEN_ind01.pdf;94081CM0115_02;94081CM0115;02;poco;38;1;37;4;34;33;D > 50m;<30;1;1;1;0;110 X 11;3; Rue Camille Blanc;94081 Vitry-sur-Seine;94081CM0115_02_SEN_ind01.pdf;94081CM0115;2;1;38;1;37;4;34;33;D > 50m;<30;1;1;1;0;110 X 11;10;NULL;NULL;NULL;NULL;NULL;2127226.14653468;2127243.13456057;35.1038147072831;51.2407517963179
7;67;94081;93;BP;C:\Fiches\94081BP0093_04_SEN_ind01.pdf;94081BP0093_04;94081BP0093;04;poco;48;30;18;0;48;18;D > 50 m;<30;0;2;0;0;35 X 35;2; Avenue Youri Gagarine;94081 Vitry-sur-Seine;94081BP0093_04_SEN_ind01.pdf;94081BP0093;4;1;48;30;18;0;48;18;D > 50 m;<30;0;2;0;0;35 X 35;12;NULL;NULL;NULL;NULL;NULL;2128207.25297127;2128328.62228351;-99.8274928730445;-8.40072284560982
7.ring1;67;94081;93;BP;C:\Fiches\94081BP0093_04_SEN_ind01.pdf;94081BP0093_04;94081BP0093;04;poco;48;30;18;0;48;18;D > 50 m;<30;0;2;0;0;35 X 35;2; Avenue Youri Gagarine;94081 Vitry-sur-Seine;94081BP0093_04_SEN_ind01.pdf;94081BP0093;4;1;48;30;18;0;48;18;D > 50 m;<30;0;2;0;0;35 X 35;12;NULL;NULL;NULL;NULL;NULL;2128258.05399233;2128272.25134219;-75.4819501905684;-61.1304864411903
7.ring2;67;94081;93;BP;C:\Fiches\94081BP0093_04_SEN_ind01.pdf;94081BP0093_04;94081BP0093;04;poco;48;30;18;0;48;18;D > 50 m;<30;0;2;0;0;35 X 35;2; Avenue Youri Gagarine;94081 Vitry-sur-Seine;94081BP0093_04_SEN_ind01.pdf;94081BP0093;4;1;48;30;18;0;48;18;D > 50 m;<30;0;2;0;0;35 X 35;12;NULL;NULL;NULL;NULL;NULL;2128272.62527312;2128288.83707229;-69.5725550621092;-57.6869377487732
8;69;94028;518;BE;C:\Fiches\94028BE0518_05_SEN_ind01.pdf;94028BE0518_05;94028BE0518;05;poco;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;1;0;0;44 X 44;16/18 Avenue du Marechal Lyautey;94028 Creteil;94028BE0518_05_SEN_ind01.pdf;94028BE0518;5;1;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;1;0;0;44 X 44;6;NULL;NULL;NULL;NULL;NULL;2123276.74516641;2123360.59453502;-45.5471830102245;48.1994181430463
8.ring1;69;94028;518;BE;C:\Fiches\94028BE0518_05_SEN_ind01.pdf;94028BE0518_05;94028BE0518;05;poco;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;1;0;0;44 X 44;16/18 Avenue du Marechal Lyautey;94028 Creteil;94028BE0518_05_SEN_ind01.pdf;94028BE0518;5;1;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;1;0;0;44 X 44;6;NULL;NULL;NULL;NULL;NULL;2123312.18312162;2123329.803302;-18.0020591203069;3.24896005185827
8.ring2;69;94028;518;BE;C:\Fiches\94028BE0518_05_SEN_ind01.pdf;94028BE0518_05;94028BE0518;05;poco;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;1;0;0;44 X 44;16/18 Avenue du Marechal Lyautey;94028 Creteil;94028BE0518_05_SEN_ind01.pdf;94028BE0518;5;1;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;1;0;0;44 X 44;6;NULL;NULL;NULL;NULL;NULL;2123288.3112223;2123301.59678925;-24.8855584913157;-11.6893695766156
8.ring3;69;94028;518;BE;C:\Fiches\94028BE0518_05_SEN_ind01.pdf;94028BE0518_05;94028BE0518;05;poco;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;1;0;0;44 X 44;16/18 Avenue du Marechal Lyautey;94028 Creteil;94028BE0518_05_SEN_ind01.pdf;94028BE0518;5;1;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;1;0;0;44 X 44;6;NULL;NULL;NULL;NULL;NULL;2123313.78895842;2123327.17500232;23.0251632227492;36.3373166226889
9;75;94028;NULL;BE;C:\Fiches\94028BE0644_01_SEN_ind01.pdf;94028BE0644_01;94028BE0644;01;molto;35;15;20;4;31;16;20m < D <= 30m;entre 60 et 90;1;0;0;0;43 X 42;Avenue du Marechal Lyautey;94028 Creteil;94028BE0644_01_SEN_ind01.pdf;94028BE0644;1;3;35;15;20;4;31;16;20m < D <= 30m;entre 60 et 90;1;0;0;0;43 X 42;11;NULL;NULL;NULL;NULL;NULL;2123474.98266891;2123501.0517217;-77.3114482998865;-37.1097939625747
9.ring1;75;94028;NULL;BE;C:\Fiches\94028BE0644_01_SEN_ind01.pdf;94028BE0644_01;94028BE0644;01;molto;35;15;20;4;31;16;20m < D <= 30m;entre 60 et 90;1;0;0;0;43 X 42;Avenue du Marechal Lyautey;94028 Creteil;94028BE0644_01_SEN_ind01.pdf;94028BE0644;1;3;35;15;20;4;31;16;20m < D <= 30m;entre 60 et 90;1;0;0;0;43 X 42;11;NULL;NULL;NULL;NULL;NULL;2123486.83042979;2123490.45040892;-63.8003143998187;-59.5580131279964
10;82;94076;NULL;AZ;C:\Fiches\94076AZ0181_01_SEN_ind01.pdf;94076AZ0181_01;94076AZ0181;01;sensibile;99;75;24;0;99;24;10m < D <= 20m;entre 60 et 90;0;1;0;0;50 X 35;Parking RN7 - Villejuif Louis Aragon;94076 Villejuif;94076AZ0181_01_SEN_ind01.pdf;94076AZ0181;1;2;99;75;24;0;99;24;10m < D <= 20m;entre 60 et 90;0;1;0;0;50 X 35;4;Parking voitures arien;NULL;NULL;NULL;NULL;2129954.58270812;2129992.96317753;-68.6946562802738;-16.5545445733486
11;85;94046;1;BI;C:\Fiches\94046BI0001_03_SEN_ind02.pdf;94046BI0001_03;94046BI0001;03;sensibile;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;26-27 Square Dufourmantelle (Bti 3);Maisons-Alfort 94700;94046BI0001_03_SEN_ind02.pdf;94046BI0001;3;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;NULL;NULL;NULL;NULL;2124267.58918854;2124438.20047078;-74.1578646458682;89.8848028829834
11.ring1;85;94046;1;BI;C:\Fiches\94046BI0001_03_SEN_ind02.pdf;94046BI0001_03;94046BI0001;03;sensibile;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;26-27 Square Dufourmantelle (Bti 3);Maisons-Alfort 94700;94046BI0001_03_SEN_ind02.pdf;94046BI0001;3;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;NULL;NULL;NULL;NULL;2124381.02554339;2124409.01781588;38.6738397642226;80.1672161456077
11.ring2;85;94046;1;BI;C:\Fiches\94046BI0001_03_SEN_ind02.pdf;94046BI0001_03;94046BI0001;03;sensibile;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;26-27 Square Dufourmantelle (Bti 3);Maisons-Alfort 94700;94046BI0001_03_SEN_ind02.pdf;94046BI0001;3;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;NULL;NULL;NULL;NULL;2124285.42489524;2124309.25881847;31.813135164137;71.9534658403537
12;494;94002;NULL;AF;C:\Fiches\94002AF0134_01_SEN_ind01.pdf;94002AF0134_01;94002AF0134;01;poco;35;5;30;1;34;29;0m < D <= 10m;<30;1;0;0;NULL;14 X 4;22; Place de L'Europe;94002 Alfortville;94002AF0134_01_SEN_ind01.pdf;94002AF0134;1;1;35;5;30;1;34;29;0m < D <= 10m;<30;1;0;0;NULL;14 X 4;4;Sous-sol semi-enterr;NULL;NULL;NULL;NULL;2124722.89072209;2124736.14033298;26.0496214518781;31.4302109230799
13;634;94002;NULL;AE;C:\Fiches\94002AE0099_01_SEN_ind01.pdf;94002AE0099_01;94002AE0099;01;poco;35;5;30;Non dtermin;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;1;1;NULL;10 X 10;22 rue de Madrid;94002 Alfortville;94002AE0099_01_SEN_ind01.pdf;94002AE0099;1;1;35;5;30;Non dtermin;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;1;1;NULL;10 X 10;7;NULL;NULL;NULL;NULL;NULL;2124835.6261915;2124845.63217828;-14.7093470655502;-4.71124107322876
14;649;94002;62;AJ;C:\Fiches\94002AJ0062_01_SEN_ind01.pdf;94002AJ0062_01;94002AJ0062;01;poco;35;5;30;4;31;26;30m < D <= 40m;entre 60 et 90;1;5;NULL;2;45 X 30;7 RUE DES GOUJONS  Alfortville;94002 Alfortville;94002AJ0062_01_SEN_ind01.pdf;94002AJ0062;1;1;35;5;30;4;31;26;30m < D <= 40m;entre 60 et 90;1;5;NULL;2;45 X 30;20;NULL;NULL;NULL;NULL;NULL;2125154.74012075;2125171.02277541;-62.510246372725;-46.4763819390181
15;719;94002;NULL;AF;C:\Fiches\94002AF0031_01_SEN_ind01.pdf;94002AF0031_01;94002AF0031;01;poco;35;5;30;3;32;27;0m < D <= 10m;<30;1;1;NULL;NULL;16 X 5;20 Place de L'Europe;94002 Alfortville;94002AF0031_01_SEN_ind01.pdf;94002AF0031;1;1;35;5;30;3;32;27;0m < D <= 10m;<30;1;1;NULL;NULL;16 X 5;7;NULL;NULL;NULL;NULL;NULL;2124720.73402847;2124736.87965832;29.4586169654442;36.2338237883493
16;756;94002;NULL;AF;C:\Fiches\94002AF0057_01_SEN_ind01.pdf;94002AF0057_01;94002AF0057;01;poco;35;5;30;Non dtermin;NULL;non dtermin;30m < D <= 40m;entre 60 et 90;Non dtermin;2;NULL;0;10 X 7;19 RUE DE BUDAPEST ; Alfortville;94002 Alfortville;94002AF0057_01_SEN_ind01.pdf;94002AF0057;1;1;35;5;30;Non dtermin;NULL;non dtermin;30m < D <= 40m;entre 60 et 90;Non dtermin;2;NULL;0;10 X 7;9;NULL;NULL;NULL;NULL;NULL;2124576.07160624;2124585.99903733;-26.9383798984152;-12.8241536740859
17;829;94002;NULL;AE;C:\Fiches\94002AE0174_01_SEN_ind01.pdf;94002AE0174_01;94002AE0174;01;poco;35;5;30;0;35;30;30m < D <= 40m;entre 30 et 60;0;0;0;0;21 X 9;20 RUE DE ROME  Alfortville;94002 Alfortville;94002AE0174_01_SEN_ind01.pdf;94002AE0174;1;1;35;5;30;0;35;30;30m < D <= 40m;entre 30 et 60;0;0;0;0;21 X 9;3;NULL;NULL;NULL;NULL;NULL;2124781.42448783;2124799.28681399;-38.2271837817009;-19.9340520107735
18;949;94002;NULL;AJ;C:\Fiches\94002AJ0014_01_SEN_ind01.pdf;94002AJ0014_01;94002AJ0014;01;sensibile;34;5;29;3;31;26;40m < D <= 50m;entre 60 et 90;Nous navons pas pu accder au site;1;1;NULL;10 X 10;54 QUAI  JEAN BAPTISTE CLEMENT Alfortville;94002 Alfortville;94002AJ0014_01_SEN_ind01.pdf;94002AJ0014;1;2;34;5;29;3;31;26;40m < D <= 50m;entre 60 et 90;Nous navons pas pu accder au site;1;1;NULL;10 X 10;8;NULL;NULL;NULL;NULL;NULL;2125125.18877173;2125138.47847516;40.1690670826874;52.8405354306006
19;1217;94002;NULL;AE;C:\Fiches\94002AE0084_01_SEN_ind01.pdf;94002AE0084_01;94002AE0084;01;poco;35;5;30;2;33;28;Au dessus de l'axe;entre 60 et 90;1;0;1;0;9 X 6;17 RUE DE MADRID Alfortville;94002 Alfortville;94002AE0084_01_SEN_ind01.pdf;94002AE0084;1;1;35;5;30;2;33;28;Au dessus de l'axe;entre 60 et 90;1;0;1;0;9 X 6;5;NULL;NULL;NULL;NULL;NULL;2124853.30889016;2124860.43535072;17.6781527415361;32.1036023167568
20;1287;94002;NULL;AK;C:\Fiches\94002AK0073_01_SEN_ind01.pdf;94002AK0073_01;94002AK0073;01;poco;35;6;29;4;31;25;40m < D <= 50m;<30;1;3;NULL;1;60 X 18;1 PLACE OCHAGAN Alfortville;94002 Alfortville;94002AK0073_01_SEN_ind01.pdf;94002AK0073;1;1;35;6;29;4;31;25;40m < D <= 50m;<30;1;3;NULL;1;60 X 18;13;NULL;NULL;NULL;NULL;NULL;2125208.19792864;2125265.2635874;-69.359904152052;-41.6765653367244
21;1470;94002;NULL;AF;C:\Fiches\94002AF0161_01_SEN_ind01.pdf;94002AF0161_01;94002AF0161;01;poco;35;5;30;0;35;30;40m < D <= 50m;<30;0;1;1;0;15 X 11;21;  Rue de Budapest;94002 Alfortville;94002AF0161_01_SEN_ind01.pdf;94002AF0161;1;1;35;5;30;0;35;30;40m < D <= 50m;<30;0;1;1;0;15 X 11;6;NULL;NULL;NULL;NULL;NULL;2124556.39736471;2124568.35381247;-26.3207057947282;-17.1030953527352
22;1582;94002;NULL;AF;C:\Fiches\94002AF0156_01_SEN_ind01.pdf;94002AF0156_01;94002AF0156;01;poco;35;5;30;1;34;29;40m < D <= 50m;<30;1;0;1;0;12 X 9;17 bis rue de Budapest;94002 Alfortville;94002AF0156_01_SEN_ind01.pdf;94002AF0156;1;1;35;5;30;1;34;29;40m < D <= 50m;<30;1;0;1;0;12 X 9;4;NULL;NULL;NULL;NULL;NULL;2124597.00998171;2124609.33709435;-27.0252702454732;-17.2504619506837
23;1677;94002;NULL;AF;C:\Fiches\94002AF0060_01_SEN_ind01.pdf;94002AF0060_01;94002AF0060;01;poco;35;5;30;Non dtermin;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;1;NULL;NULL;10 X 5;49 RUE DE NAPLES ; Alfortville;94002 Alfortville;94002AF0060_01_SEN_ind01.pdf;94002AF0060;1;1;35;5;30;Non dtermin;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;1;NULL;NULL;10 X 5;NULL;NULL;NULL;NULL;NULL;NULL;2124549.31418452;2124559.25130188;-0.0809069367977902;9.16358091238786
24;1805;94002;175;AE;C:\Fiches\94002AE0175_01_SEN_ind01.pdf;94002AE0175_01;94002AE0175;01;poco;35;5;30;3;32;27;20m < D <= 30m;entre 60 et 90;Non dtermin;4;0;2;30 X 25;21 RUE DE LIEGE Alfortville;94002 Alfortville;94002AE0175_01_SEN_ind01.pdf;94002AE0175;1;1;35;5;30;3;32;27;20m < D <= 30m;entre 60 et 90;Non dtermin;4;0;2;30 X 25;16;NULL;NULL;NULL;NULL;NULL;2124807.09651324;2124830.12980025;-39.4129357953708;-10.6704089184358
25;1956;94002;NULL;AF;C:\Fiches\94002AF0034_01_SEN_ind01.pdf;94002AF0034_01;94002AF0034;01;sensibile;35;5;30;Non dtermin;NULL;non dtermin;30m < D <= 40m;entre 60 et 90;Non dtermin;1;1;NULL;11 X 9;28 Place de L'Europe;94002 Alfortville;94002AF0034_01_SEN_ind01.pdf;94002AF0034;1;2;35;5;30;Non dtermin;NULL;non dtermin;30m < D <= 40m;entre 60 et 90;Non dtermin;1;1;NULL;11 X 9;6;NULL;NULL;NULL;NULL;NULL;2124707.39588839;2124725.87884067;-19.5663217221987;-8.50711154054278
26;2010;94002;NULL;AE;C:\Fiches\94002AE0083_01_SEN_ind01.pdf;94002AE0083_01;94002AE0083;01;poco;35;5;30;3;32;27;Au dessus de l'axe;entre 60 et 90;1;1;NULL;NULL;10 X 9;15 RUE DE MADRID Alfortville;94002 Alfortville;94002AE0083_01_SEN_ind01.pdf;94002AE0083;1;1;35;5;30;3;32;27;Au dessus de l'axe;entre 60 et 90;1;1;NULL;NULL;10 X 9;6;NULL;NULL;NULL;NULL;NULL;2124861.18600908;2124872.21187688;20.0106532999217;32.71259531317
27;2203;94002;NULL;AE;C:\Fiches\94002AE0101_01_SEN_ind01.pdf;94002AE0101_01;94002AE0101;01;sensibile;35;5;30;3;32;27;10m < D <= 20m;entre 60 et 90;1;1;1;NULL;12 X 10;18 RUE DE MADRID Alfortville;94002 Alfortville;94002AE0101_01_SEN_ind01.pdf;94002AE0101;1;2;35;5;30;3;32;27;10m < D <= 20m;entre 60 et 90;1;1;1;NULL;12 X 10;7;NULL;NULL;NULL;NULL;NULL;2124854.43812734;2124866.38192932;-14.9996296304308;-3.8517848162673
28;2222;94002;NULL;AF;C:\Fiches\94002AF0035_01_SEN_ind01.pdf;94002AF0035_01;94002AF0035;01;sensibile;35;5;30;3;32;27;40m < D <= 50m;entre 60 et 90;1;1;0;0;9 X 9;30 Place de L'Europe;94002 Alfortville;94002AF0035_01_SEN_ind01.pdf;94002AF0035;1;2;35;5;30;3;32;27;40m < D <= 50m;entre 60 et 90;1;1;0;0;9 X 9;5;NULL;NULL;NULL;NULL;NULL;2124712.56107084;2124724.90720211;-27.9216637532668;-17.7124632532995
29;2237;94002;NULL;AJ;C:\Fiches\94002AJ0086_01_SEN_ind01.pdf;94002AJ0086_01;94002AJ0086;01;poco;35;5;30;3;32;27;Au dessus de l'axe;entre 60 et 90;1;1;1;NULL;15 X 6;19 RUE DES EPINOCHES Alfortville;94002 Alfortville;94002AJ0086_01_SEN_ind01.pdf;94002AJ0086;1;1;35;5;30;3;32;27;Au dessus de l'axe;entre 60 et 90;1;1;1;NULL;15 X 6;7;NULL;NULL;NULL;NULL;NULL;2125021.45125341;2125029.64872572;-9.08941422947188;2.49546778012387
30;2248;94002;NULL;AJ;C:\Fiches\94002AJ0085_03_SEN_ind01.pdf;94002AJ0085_03;94002AJ0085;03;molto;35;5;30;3;32;27;0m < D <= 10m;entre 60 et 90;1;1;0;0;20 X 11;16 RUEDES ANGUILLES Alfortville;94002 Alfortville;94002AJ0085_03_SEN_ind01.pdf;94002AJ0085;3;3;35;5;30;3;32;27;0m < D <= 10m;entre 60 et 90;1;1;0;0;20 X 11;7;NULL;NULL;NULL;NULL;NULL;2125042.33158178;2125058.23739114;-29.9883124898025;-10.5705312586157
