SHAPEID;FID;CODE;PK_MIN;PK_MAX;D_MIN;D_MAX
176;94081DJ0120_01_SEN_ind01.pdf;94081DJ0120_01;2151452.55267287;2151487.41912157;-1.02280332743041;61.1351051411742
177;94081CI0277_01_SEN_ind01.pdf;94081CI0277_01;2150136.60283548;2150157.02582668;-5.16585797564753;15.5982621854135
178;94081CI0178_01_SEN_ind01.pdf;94081CI0178_01;2151301.38191759;2151312.67416879;131.121878604271;140.999025798601
179;94081CJ0077_01_SEN_ind01.pdf;94081CJ0077_01;2150908.12202374;2150917.38711344;19.4180010247409;26.9277323670136
180;94081CI0097_01_SEN_ind01.pdf;94081CI0097_01;2151306.14879334;2151323.36421084;168.604350381901;176.928169329184
181;94081CM0098_02_SEN_ind01.pdf;94081CM0098_02;2150263.76631034;2150267.69037177;-36.0079261513149;-5.7672675494621
182;94081CK0049_02_SEN_ind01.pdf;94081CK0049_02;2150705.58055851;2150715.65568199;-31.2975044679333;-19.8493741986133
183;94081CL0006_01_SEN_ind01.pdf;94081CL0006_01;2150557.90387848;2150567.92534894;-15.062457821154;-1.70451232760016
184;94081DJ0088_02_SEN_ind01.pdf;94081DJ0088_02;2151300.61104136;2151315.90404788;3.31112213055277;73.2111068894075
185;94081CL0161_01_SEN_ind01.pdf;94081CL0161_01;2150482.33203828;2150504.08040787;-3.68852281887355;16.3367787854499
186;94081CK0211_01_SEN_ind01.pdf;94081CK0211_01;2150711.61273461;2150725.7681465;-30.4750021707398;-7.61849046754031
187;94081CK0069_01_SEN_ind01.pdf;94081CK0069_01;2150683.47285541;2150694.99481276;-26.5080130803086;-14.435718793135
188;94081CI0011_01_SEN_ind01.pdf;94081CI0011_01;2150138.01886104;2150149.70056509;-50.5555625504179;-38.3269925435318
189;94081CI0016_01_SEN_ind01.pdf;94081CI0016_01;2150182.96724034;2150193.83018205;-68.315144489426;-54.103020028443
190;94081CK0022_01_SEN_ind01.pdf;94081CK0022_01;2150766.27560329;2150778.84465134;-33.622411586293;-21.0437475163543
191;94081CL0169_01_SEN_ind01.pdf;94081CL0169_01;2150375.09894816;2150388.46655723;-15.3303596972486;0.589233899727422
192;94081CJ0100_01_SEN_ind01.pdf;94081CJ0100_01;2150806.18571273;2150847.15688395;-68.2748831208259;-17.4409858890702
193;94081CM0018_01_SEN_ind01.pdf;94081CM0018_01;2150253.52662915;2150263.69189751;-4.25699458093341;4.38899383603672
194;94081CK0109_01_SEN_ind01.pdf;94081CK0109_01;2150614.07029709;2150624.27944735;-18.3401911210582;-9.51019692083909
195;94081CM0024_01_SEN_ind01.pdf;94081CM0024_01;2150224.12265027;2150234.99718384;-21.8948607663725;-16.2444882811553
196;94081CL0076_01_SEN_ind01.pdf;94081CL0076_01;2150470.92005428;2150481.35432187;-39.0431087807025;-25.5101956623181
197;94081CI0167_01_SEN_ind01.pdf;94081CI0167_01;2150935.28975031;2151001.59407924;148.085683243154;211.647180042873
198;94081CI0190_01_SEN_ind01.pdf;94081CI0190_01;2150970.84367303;2151025.09513007;159.196778240652;193.164951959039
199;94081DJ0092_01_SEN_ind01.pdf;94081DJ0092_01;2151252.25240669;2151266.75043021;-14.2621605634692;114.162996370486
200;94081CI0191_07_SEN_ind01.pdf;94081CI0191_07;2150051.83270169;2150116.94867994;-54.2344284595451;5.00320421152969
201;94081CK0067_01_SEN_ind01.pdf;94081CK0067_01;2150714.6457046;2150732.53669001;18.9877023126225;31.504228390496
202;94081DJ0090_01_SEN_ind01.pdf;94081DJ0090_01;2151266.48347538;2151280.77600394;-14.7061869652393;111.246821369668
203;94081DJ0135_01_SEN_ind01.pdf;94081DJ0135_01;2151313.81446248;2151330.65542971;-12.8986290608916;103.560676643405
